"﻿VIODESCRIPTION",LOCATIONDESC1,ISSUEDATE,ISSUETIME,ObjectId,lat,lon
STOPPING VEHICLE IN A PROHIBITED AREA,NR 510 CURRAN PL,1/5/2020,17:12,1722,43.585986,-79.646242
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE BEYOND THE MA,NR 4099 BRICKSTONE MEWS,1/5/2020,17:16,1723,43.5864745,-79.6479482
PARKING VEHICLE IN RESTRICTED AREA CONTRARY TO PERMITTED TIMES,NR 3885 DUKE OF YORK BLVD,1/5/2020,17:29,1724,43.5877208,-79.640322
PARKING VEHICLE IN RESTRICTED AREA CONTRARY TO PERMITTED TIMES,NR 3885 DUKE OF YORK BLVD,1/5/2020,17:32,1725,43.5877208,-79.640322
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,SUSSEX GATE,1/5/2020,17:41,1726,,
PARKING VEHICLE IN PROHIBITED AREA,NR3989 DISCOVERY CRT,1/5/2020,17:53,1727,43.5731515,-79.7837812
PARKING VEHICLE LONGER THAN FIVE HOURS,NR 5319 HUNTINGFIELD DR,1/5/2020,20:08,1728,43.61079675952652,-79.66373628623194
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 4257 TEA GARDEN CIR,1/5/2020,20:13,1729,43.58084453089879,-79.65234188023861
PARKING VEHICLE FACING WRONG DIRECTION,NR 421 BAGGETTA CRES,1/5/2020,20:15,1730,43.60302038301164,-79.66906153208734
PARKING VEHICLE WITHIN 3 METRES OF A FIRE HYDRANT,NR5176 OSCAR PETERSON BLVD,1/5/2020,20:30,1731,43.5546686,-79.7301856
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,CONSTELLATION DR,1/5/2020,20:34,1732,,
PARKING VEHICLE IN PROHIBITED AREA,NR5167 ANGEL STONE DR,1/5/2020,20:34,1733,43.5506545,-79.7230682
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,CONSTELLATION DR,1/5/2020,20:36,1734,,
PARKING VEHICLE IN PROHIBITED AREA,NR3248 CABANO CRES,1/5/2020,20:39,1735,43.5532563,-79.7266613
PARKING VEHICLE FACING WRONG DIRECTION,NR3125 GLADISH GROVE,1/5/2020,20:43,1736,43.5510918,-79.7287728
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,OPP 6590 HARMONY HILL,1/5/2020,20:55,1737,43.619639176470585,-79.71544311764706
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,250 WEBB DR,1/5/2020,21:00,1738,43.58724,-79.639697
PARKING VEHICLE WITHIN 3 METRES OF A FIRE HYDRANT,NR 667 OPERA GLASS CRES,1/5/2020,21:00,1739,43.6220967,-79.7106564
PARKING ON A DESIGNATED FIRE ROUTE,1585 MISSISSAUGA VALLEY BLVD,1/5/2020,21:02,1740,43.5922248,-79.62573103320256
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 7028 GILLESPIE LN,1/5/2020,21:17,1741,43.630875,-79.7237193
PARKING ON A DESIGNATED FIRE ROUTE,NR 70 ABSOLUTE AVE,1/5/2020,21:53,1742,43.5949509,-79.6343208
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,NR 70 ABSOLUTE AVE,1/5/2020,22:02,1743,43.5949509,-79.6343208
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,NR 70 ABSOLUTE AVE,1/5/2020,22:08,1744,43.5949509,-79.6343208
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2550 EGLINTON AVE W,1/5/2020,22:13,1745,43.55813,-79.707238
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2550 EGLINTON AVE W,1/5/2020,22:13,1746,43.55813,-79.707238
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2550 EGLINTON AVE W,1/5/2020,22:15,1747,43.55813,-79.707238
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2550 EGLINTON AVE W,1/5/2020,22:15,1748,43.55813,-79.707238
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,NR 70 ABSOLUTE AVE,1/5/2020,22:16,1749,43.5949509,-79.6343208
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2550 EGLINTON AVE W,1/5/2020,22:20,1750,43.55813,-79.707238
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2550 EGLINTON AVE W,1/5/2020,22:23,1751,43.55813,-79.707238
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2550 EGLINTON AVE W,1/5/2020,22:23,1752,43.55813,-79.707238
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2550 EGLINTON AVE W,1/5/2020,22:23,1753,43.55813,-79.707238
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2550 EGLINTON AVE W,1/5/2020,22:24,1754,43.55813,-79.707238
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2550 EGLINTON AVE W,1/5/2020,22:25,1755,43.55813,-79.707238
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2550 EGLINTON AVE W,1/5/2020,22:26,1756,43.55813,-79.707238
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2300 CONFEDERATION PKWY,1/5/2020,22:51,1757,43.57215795,-79.61253127988101
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,OPP1214 BANTHAM ST,1/5/2020,23:13,1758,43.59001579090909,-79.689238
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 2481 BANKSIDE DR,1/6/2020,2:44,1759,43.570401197436496,-79.71978058945659
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,OPP 831 SWEETWATER CRES,1/5/2020,14:34,1760,43.53941527387938,-79.60432666858574
PARKING ON A DESIGNATED FIRE ROUTE,4090 LIVING ARTS DR,1/5/2020,13:04,1761,43.588425,-79.645757
PARKING VEHICLE WITHIN 3 METRES OF A FIRE HYDRANT,NR7080 COPENHAGEN RD,1/6/2020,0:22,1762,43.5955161,-79.7643263
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,OP3070 OZZIE DR,1/5/2020,15:12,1763,43.5574411,-79.7324363
PARKING ON A DESIGNATED FIRE ROUTE,2247 HURONTARIO ST,1/6/2020,0:22,1764,43.57294192045265,-79.60569029533063
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 5392 LONGHORN TRL,1/6/2020,4:49,1765,43.614947641918526,-79.65821337108089
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,983 LAKESHORE RD E,1/5/2020,13:20,1766,43.5761336,-79.5599108
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 2473 BANKSIDE DR,1/6/2020,2:45,1767,43.57020899230949,-79.71996816836977
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,OP3088 OZZIE DR,1/5/2020,15:13,1768,43.5574411,-79.7324363
PARKING ON A DESIGNATED FIRE ROUTE,2247 HURONTARIO ST,1/6/2020,0:23,1769,43.57294192045265,-79.60569029533063
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 655 COURTNEY VALLEY RD,1/6/2020,4:51,1770,43.590671723437836,-79.6694938344945
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,NR5848 DELLE DONNE DR,1/5/2020,14:34,1771,43.5594089,-79.7489772
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 1028 GREAVES AVE,1/5/2020,13:24,1772,43.5723203,-79.5651842
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP 429 LANA TERR,1/6/2020,2:46,1773,43.59481247354573,-79.60786310300915
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,OP3088 OZZIE DR,1/5/2020,15:14,1774,43.5574411,-79.7324363
PARKING ON A DESIGNATED FIRE ROUTE,2247 HURONTARIO ST,1/6/2020,0:24,1775,43.57294192045265,-79.60569029533063
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 5339 LONGHORN TRL,1/6/2020,4:51,1776,43.6149314,-79.6561806
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,OPP 877 SWEETWATER CRES,1/5/2020,14:36,1777,43.53849637486574,-79.60439096312267
PARKING VEHICLE ON PROPERTY OWNED OR OCCUPIED BY THE CITY WITHOUT CONSENT OF THE,1375 CAWTHRA RD,1/5/2020,13:27,1778,43.577258625,-79.576551375
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP 2433 BANKSIDE DR,1/6/2020,2:47,1779,43.56928358196878,-79.72003635194135
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 274 LAKESHORE RD E,1/5/2020,15:15,1780,43.5604905,-79.5764367
PARKING ON A DESIGNATED FIRE ROUTE,2247 HURONTARIO ST,1/6/2020,0:26,1781,43.57294192045265,-79.60569029533063
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 700 COURTNEY VALLEY RD,1/6/2020,4:53,1782,43.590185113666436,-79.67059797735493
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,NR5899 SHELFORD TERR,1/5/2020,14:39,1783,43.5673664,-79.7442222
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,9 ON PEARL ST(NORTH BLOCK),1/5/2020,13:32,1784,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 507 LANA TERR,1/6/2020,2:49,1785,43.595174203566025,-79.6099762654955
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,OP3088 OZZIE DR,1/5/2020,15:16,1786,43.5574411,-79.7324363
PARKING ON A DESIGNATED FIRE ROUTE,2247 HURONTARIO ST,1/6/2020,0:27,1787,43.57294192045265,-79.60569029533063
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP3362 AZELIA CRT,1/6/2020,4:54,1788,43.57821302305853,-79.77749654733988
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,NR5899 SHELFORD TERR,1/5/2020,14:41,1789,43.5673664,-79.7442222
STOPPING VEHICLE ON SIDEWALK,NR 591 LUMBERTON CRES,1/5/2020,13:34,1790,43.622300636671135,-79.64983329244632
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 2359 BANKSIDE DR,1/6/2020,2:49,1791,43.57094984285715,-79.71783795714286
PARKING VEHICLE FACING WRONG DIRECTION,NR 14 BRANT AVE,1/5/2020,15:19,1792,43.56028998,-79.57763148
PARKING ON A DESIGNATED FIRE ROUTE,2247 HURONTARIO ST,1/6/2020,0:28,1793,43.57294192045265,-79.60569029533063
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 256 BRISTOL RD W,1/6/2020,4:56,1794,43.60916826985989,-79.66907822731034
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,NR5899 SHELFORD TERR,1/5/2020,14:42,1795,43.5673664,-79.7442222
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 224 QUEEN ST S,1/5/2020,13:36,1796,43.5806627,-79.7125883
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,20/50 MISSISSAUGA VALLEY BLVD,1/6/2020,2:52,1797,43.599351,-79.6233279
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,20/50 MISSISSAUGA VALLEY BLVD,1/6/2020,2:52,1798,43.599351,-79.6233279
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP 2293 BANKSIDE DR,1/6/2020,2:53,1799,43.57235522944035,-79.71781361472333
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP7113 CADIZ CRES,1/6/2020,2:54,1800,43.597295453638345,-79.76545867762123
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,55/75 EGLINTON AVE W,1/6/2020,2:55,1801,43.6061512,-79.65453513150734
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,55/75 EGLINTON AVE W,1/6/2020,2:56,1802,43.6061512,-79.65453513150734
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,55/75 EGLINTON AVE W,1/6/2020,2:57,1803,43.6061512,-79.65453513150734
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,225 WEBB DR,1/6/2020,2:58,1804,43.5877383,-79.6398265
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR6977 CADIZ CRES,1/6/2020,2:58,1805,43.5959722,-79.7638177
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,225 WEBB DR,1/6/2020,3:00,1806,43.5877383,-79.6398265
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,MISSISSAUGA VALLEY BLVD,1/6/2020,3:06,1807,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR2908 CROSSCURRENT DR,1/6/2020,3:07,1808,43.5955746,-79.7789935
STOPPING VEHICLE ON SIDEWALK,AT2908 CROSSCURRENT DR,1/6/2020,3:08,1809,43.5955746,-79.7789935
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,ARISTA WAY,1/6/2020,3:09,1810,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR2903 CROSSCURRENT DR,1/6/2020,3:10,1811,43.5955746,-79.7789935
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,4879 KIMBERMOUNT AVE,1/6/2020,3:16,1812,43.551553867274954,-79.71436797052606
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 874 OASIS DR,1/6/2020,3:16,1813,43.59585189285715,-79.68199527857142
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 875 OASIS DR,1/6/2020,3:17,1814,43.595968656,-79.682067444
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 875 OASIS DR,1/6/2020,3:18,1815,43.595968656,-79.682067444
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 377 LARA WOODS,1/6/2020,3:18,1816,43.59091352848048,-79.6107976780575
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 377 LARA WOODS,1/6/2020,3:20,1817,43.59091352848048,-79.6107976780575
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,1555 SOUTH PARADE CRT,1/6/2020,3:21,1818,43.57595981577944,-79.68400901543733
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR3577 NUTCRACKER DR,1/6/2020,3:22,1819,43.5666998,-79.7626557
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 369 LARA WOODS,1/6/2020,3:25,1820,43.59086864441424,-79.61100500791729
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,7255 DOOLEY DR,1/6/2020,3:30,1821,43.7185002,-79.6397662
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,7255 DOOLEY DR,1/6/2020,3:32,1822,43.7185002,-79.6397662
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 190 FORUM DR,1/6/2020,3:32,1823,43.6116569,-79.6502015
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 195 FORUM DR,1/6/2020,3:33,1824,43.6115606,-79.6507898
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 715 MIRAGE PL,1/6/2020,3:34,1825,43.60050507887964,-79.67886948355765
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,NR 1320 MISSISSAUGA VALLEY BLVD,1/6/2020,3:35,1826,43.598554,-79.62702676148135
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 190 FORUM DR,1/6/2020,3:35,1827,43.6116569,-79.6502015
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 715 MIRAGE PL,1/6/2020,3:35,1828,43.60050507887964,-79.67886948355765
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 195 FORUM DR,1/6/2020,3:36,1829,43.6115606,-79.6507898
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP3944 QUIET CREEK DR,1/6/2020,3:39,1830,43.538377641116234,-79.73646547570925
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,OP3277 STONEY CRES,1/5/2020,15:19,1831,43.5579731,-79.7331815
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/5/2020,15:20,1832,43.5927596,-79.64343657271567
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 268 BRISTOL RD W,1/6/2020,4:57,1833,43.60889277757933,-79.66921967393871
PARKING VEHICLE IN PROHIBITED AREA,NR 3420 THE COLLEGEWAY,1/5/2020,15:27,1834,43.5325981,-79.6909477
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 215 QUEEN ST S,1/5/2020,13:37,1835,43.5810374,-79.712519
PARKING ON A DESIGNATED FIRE ROUTE,2247 HURONTARIO ST,1/6/2020,0:29,1836,43.57294192045265,-79.60569029533063
PARKING ON A DESIGNATED FIRE ROUTE,3175 KIRWIN AVE,1/5/2020,13:40,1837,43.5874957,-79.61738238784268
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP 483 BAGGETTA CRES,1/6/2020,5:01,1838,43.602044857981916,-79.66993580947472
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 212 LAKESHORE RD E,1/5/2020,15:29,1839,43.55848055,-79.57866415000001
PARKING VEHICLE ON UNTRAVELLED PORTION OF HIGHWAY,NR 7421 CATALPA RD,1/5/2020,15:30,1840,43.72072430068287,-79.64413731673123
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,NR5899 SHELFORD TERR,1/5/2020,14:43,1841,43.5673664,-79.7442222
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,310 BURNHAMTHORPE RD W,1/6/2020,1:00,1842,43.586963,-79.643277
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/5/2020,15:30,1843,43.5927596,-79.64343657271567
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 5413 LANDSBOROUGH AVE,1/5/2020,14:44,1844,43.601351501433776,-79.681740641612
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 387 WILDGRASS RD,1/5/2020,13:41,1845,43.57456784816962,-79.63314899099915
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP 910 WHITE CLOVER WAY,1/6/2020,5:01,1846,43.584934833333335,-79.67081083333333
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,310 BURNHAMTHORPE RD W,1/6/2020,1:03,1847,43.586963,-79.643277
PARKING VEHICLE IN PROHIBITED AREA,NR 3420 THE COLLEGEWAY,1/5/2020,15:30,1848,43.5325981,-79.6909477
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,OP5918 SHELFORD TERR,1/5/2020,14:44,1849,43.5673664,-79.7442222
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,NR3939 ARVONA PL,1/5/2020,13:42,1850,43.5439167,-79.7435577
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP 483 BAGGETTA CRES,1/6/2020,5:02,1851,43.602044857981916,-79.66993580947472
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,310 BURNHAMTHORPE RD W,1/6/2020,1:05,1852,43.586963,-79.643277
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 206 LAKESHORE RD E,1/5/2020,15:31,1853,43.5581815,-79.57898585000001
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,OP5918 SHELFORD TERR,1/5/2020,14:46,1854,43.5673664,-79.7442222
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 2236 DELKUS CRES,1/5/2020,13:43,1855,43.586262043625595,-79.59090801828216
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR3913 BEECHNUT ROW,1/6/2020,5:03,1856,43.5650799,-79.7716229
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,285 NORTH SERVICE RD,1/6/2020,1:08,1857,43.575533449999995,-79.59318560922232
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 3420 THE COLLEGEWAY,1/5/2020,15:31,1858,43.5325981,-79.6909477
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 1220 KOS BLVD,1/5/2020,14:46,1859,43.527086365922436,-79.6172761853332
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 201 QUEEN ST S,1/5/2020,13:43,1860,43.581462336363636,-79.7131937090909
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP 1168 WHITE CLOVER WAY,1/6/2020,5:05,1861,43.57979470339034,-79.67747243735938
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,285 NORTH SERVICE RD,1/6/2020,1:11,1862,43.575533449999995,-79.59318560922232
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 206 LAKESHORE RD E,1/5/2020,15:32,1863,43.5581815,-79.57898585000001
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,OP5967 SHELFORD TERR,1/5/2020,14:48,1864,43.5673664,-79.7442222
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,NR3939 ARVONA PL,1/5/2020,13:44,1865,43.5439167,-79.7435577
STOPPING VEHICLE ON SIDEWALK,AT6507 ALDERWOOD TR,1/6/2020,5:10,1866,,
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,285 NORTH SERVICE RD,1/6/2020,1:13,1867,43.575533449999995,-79.59318560922232
STOPPING VEHICLE ON SIDEWALK,NR 3426 CLAYTON RD,1/5/2020,15:37,1868,43.5265010458612,-79.6966528459706
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 1409 ROSE BLOOM RD,1/6/2020,5:12,1869,43.5763725,-79.674981
PARKING ON A DESIGNATED FIRE ROUTE,689 FOUR WINDS WAY,1/5/2020,14:48,1870,43.604807,-79.6848892
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,800 DUNDAS ST W,1/6/2020,5:15,1871,43.5631592,-79.6356587
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,NR3921 ARVONA PL,1/5/2020,13:45,1872,43.5439167,-79.7435577
PARKING VEHICLE ON UNTRAVELLED PORTION OF HIGHWAY,NR 3219 DOVETAIL MEWS,1/5/2020,15:41,1873,43.521675147438366,-79.69229099435269
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,1780 BLOOR ST,1/6/2020,2:03,1874,43.6246825,-79.58515803959604
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,800 DUNDAS ST W,1/6/2020,5:16,1875,43.5631592,-79.6356587
PARKING VEHICLE ON UNTRAVELLED PORTION OF HIGHWAY,NR 3271 DOVETAIL MEWS,1/5/2020,15:45,1876,43.521511,-79.694119
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 190 QUEEN ST S,1/5/2020,13:45,1877,43.5810437,-79.7128595
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 1038 ZANTE CRES,1/5/2020,14:50,1878,43.5238196,-79.6183117
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,1780 BLOOR ST,1/6/2020,2:07,1879,43.6246825,-79.58515803959604
PARKING VEHICLE FACING WRONG DIRECTION,NR6016 GROSSBEAK DR,1/6/2020,5:17,1880,43.5637685,-79.7569269
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,OPP 3330 SOUTH MILLWAY,1/5/2020,15:54,1881,43.5424532,-79.6755445
PARKING VEHICLE IN PROHIBITED AREA,JOHN ST,1/5/2020,13:45,1882,43.7036424,-79.6434798
PARKING VEHICLE LONGER THAN PERMITTED BY AUTHORIZED SIGNS,OP5967 SHELFORD TERR,1/5/2020,14:52,1883,43.5673664,-79.7442222
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,1780 BLOOR ST,1/6/2020,2:11,1884,43.6246825,-79.58515803959604
